,Cover_Type
5794,3
5795,4
5796,6
5797,6
5798,6
5799,6
5800,6
5801,6
5802,4
5803,6
5804,7
5805,7
5806,7
5807,1
5808,1
5809,5
5810,3
5811,3
5812,6
5813,6
5814,6
5815,6
5816,3
5817,3
5818,6
5819,3
5820,6
5821,6
5822,6
5823,6
5824,6
5825,6
5826,6
5827,4
5828,6
5829,6
5830,6
5831,3
5832,3
5833,7
5834,7
5835,7
5836,7
5837,1
5838,5
5839,5
5840,2
5841,3
5842,3
5843,3
5844,4
5845,6
5846,6
5847,3
5848,3
5849,3
5850,4
5851,4
5852,4
5853,6
5854,4
5855,6
5856,6
5857,3
5858,7
5859,7
5860,7
5861,7
5862,1
5863,2
5864,2
5865,3
5866,3
5867,4
5868,6
5869,6
5870,6
5871,6
5872,3
5873,3
5874,3
5875,6
5876,6
5877,4
5878,3
5879,3
5880,7
5881,3
5882,6
5883,6
5884,6
5885,4
5886,3
5887,4
5888,6
5889,6
5890,3
5891,4
5892,6
5893,6
5894,6
5895,4
5896,6
5897,6
5898,6
5899,6
5900,6
5901,4
5902,6
5903,6
5904,7
5905,7
5906,6
5907,6
5908,6
5909,6
5910,6
5911,3
5912,4
5913,3
5914,3
5915,4
5916,6
5917,6
5918,6
5919,6
5920,6
5921,4
5922,6
5923,6
5924,6
5925,7
5926,2
5927,3
5928,6
5929,6
5930,6
5931,6
5932,3
5933,4
5934,3
5935,6
5936,6
5937,6
5938,6
5939,6
5940,6
5941,6
5942,6
5943,4
5944,6
5945,3
5946,7
5947,3
5948,6
5949,6
5950,6
5951,6
5952,3
5953,4
5954,4
5955,6
5956,3
5957,4
5958,6
5959,6
5960,6
5961,4
5962,6
5963,6
5964,6
5965,6
5966,6
5967,4
5968,6
5969,6
5970,6
5971,3
5972,3
5973,7
5974,1
5975,2
5976,2
5977,3
5978,3
5979,6
5980,6
5981,6
5982,6
5983,6
5984,3
5985,4
5986,3
5987,6
5988,6
5989,6
5990,4
5991,4
5992,6
5993,4
5994,6
5995,3
5996,3
5997,7
5998,1
5999,1
6000,3
6001,6
6002,6
6003,6
6004,6
6005,4
6006,3
6007,3
6008,4
6009,6
6010,4
6011,4
6012,6
6013,6
6014,6
6015,4
6016,6
6017,6
6018,6
6019,6
6020,1
6021,1
6022,1
6023,3
6024,4
6025,6
6026,6
6027,6
6028,6
6029,4
6030,4
6031,3
6032,4
6033,4
6034,6
6035,6
6036,6
6037,6
6038,3
6039,7
6040,7
6041,1
6042,1
6043,6
6044,6
6045,6
6046,4
6047,3
6048,3
6049,4
6050,6
6051,6
6052,6
6053,3
6054,6
6055,1
6056,2
6057,3
6058,6
6059,6
6060,6
6061,6
6062,3
6063,6
6064,6
6065,4
6066,4
6067,6
6068,2
6069,6
6070,6
6071,3
6072,3
6073,6
6074,6
6075,6
6076,6
6077,6
6078,4
6079,4
6080,6
6081,6
6082,6
6083,2
6084,3
6085,6
6086,6
6087,6
6088,6
6089,6
6090,3
6091,6
6092,6
6093,6
6094,4
6095,6
6096,6
6097,1
6098,3
6099,4
6100,4
6101,4
6102,4
6103,4
6104,4
6105,6
6106,6
6107,6
6108,4
6109,4
6110,6
6111,6
6112,6
6113,1
6114,1
6115,4
6116,4
6117,4
6118,4
6119,6
6120,6
6121,6
6122,6
6123,6
6124,6
6125,6
6126,4
6127,4
6128,4
6129,6
6130,6
6131,6
6132,6
6133,6
6134,4
6135,2
6136,6
6137,6
6138,6
6139,6
6140,4
6141,4
6142,6
6143,6
6144,6
6145,2
6146,2
6147,4
6148,6
6149,6
6150,3
6151,3
6152,4
6153,4
6154,4
6155,4
6156,6
6157,6
6158,6
6159,6
6160,6
6161,6
6162,6
6163,6
6164,4
6165,4
6166,1
6167,2
6168,3
6169,6
6170,6
6171,6
6172,6
6173,6
6174,4
6175,6
6176,6
6177,6
6178,6
6179,4
6180,1
6181,2
6182,2
6183,3
6184,6
6185,6
6186,6
6187,6
6188,6
6189,3
6190,4
6191,6
6192,6
6193,6
6194,6
6195,4
6196,1
6197,1
6198,2
6199,4
6200,4
6201,4
6202,6
6203,3
6204,3
6205,3
6206,4
6207,6
6208,6
6209,6
6210,6
6211,6
6212,6
6213,6
6214,6
6215,6
6216,6
6217,6
6218,4
6219,4
6220,1
6221,2
6222,2
6223,4
6224,6
6225,6
6226,6
6227,3
6228,4
6229,4
6230,6
6231,6
6232,6
6233,4
6234,1
6235,1
6236,2
6237,6
6238,6
6239,6
6240,6
6241,6
6242,6
6243,6
6244,6
6245,6
6246,4
6247,6
6248,1
6249,4
6250,6
6251,6
6252,6
6253,6
6254,6
6255,6
6256,6
6257,6
6258,6
6259,6
6260,4
6261,6
6262,1
6263,4
6264,6
6265,6
6266,6
6267,6
6268,6
6269,3
6270,3
6271,3
6272,4
6273,6
6274,6
6275,6
6276,6
6277,6
6278,4
6279,4
6280,1
6281,4
6282,4
6283,6
6284,6
6285,6
6286,6
6287,6
6288,6
6289,3
6290,4
6291,4
6292,6
6293,6
6294,6
6295,4
6296,6
6297,2
6298,5
6299,6
6300,4
6301,4
6302,6
6303,6
6304,6
6305,3
6306,6
6307,6
6308,6
6309,6
6310,6
6311,6
6312,4
6313,4
6314,6
6315,5
6316,5
6317,6
6318,4
6319,6
6320,6
6321,6
6322,6
6323,6
6324,6
6325,6
6326,4
6327,4
6328,6
6329,6
6330,6
6331,6
6332,6
6333,6
6334,6
6335,4
6336,4
6337,1
6338,1
6339,5
6340,4
6341,4
6342,6
6343,6
6344,6
6345,6
6346,2
6347,6
6348,6
6349,6
6350,6
6351,1
6352,2
6353,2
6354,5
6355,1
6356,4
6357,6
6358,6
6359,6
6360,6
6361,2
6362,1
6363,2
6364,5
6365,1
6366,6
6367,6
6368,3
6369,4
6370,4
6371,1
6372,1
6373,1
6374,5
6375,5
6376,5
6377,5
6378,6
6379,6
6380,6
6381,4
6382,1
6383,1
6384,2
6385,5
6386,1
6387,5
6388,5
6389,6
6390,6
6391,6
6392,3
6393,3
6394,1
6395,1
6396,5
6397,5
6398,6
6399,4
6400,1
6401,1
6402,2
6403,2
6404,5
6405,5
6406,5
6407,5
6408,6
6409,6
6410,6
6411,6
6412,6
6413,1
6414,1
6415,5
6416,5
6417,5
6418,5
6419,6
6420,6
6421,3
6422,1
6423,5
6424,5
6425,5
6426,5
6427,5
6428,2
6429,6
6430,6
6431,6
6432,2
6433,2
6434,2
6435,1
6436,2
6437,2
6438,5
6439,5
6440,5
6441,5
6442,5
6443,5
6444,6
6445,6
6446,3
6447,1
6448,1
6449,1
6450,5
6451,5
6452,5
6453,5
6454,6
6455,1
6456,1
6457,1
6458,2
6459,2
6460,5
6461,5
6462,5
6463,5
6464,5
6465,5
6466,5
6467,6
6468,6
6469,1
6470,2
6471,2
6472,1
6473,2
6474,5
6475,5
6476,5
6477,3
6478,1
6479,1
6480,2
6481,2
6482,1
6483,2
6484,5
6485,5
6486,5
6487,6
6488,1
6489,2
6490,5
6491,2
6492,5
6493,6
6494,6
6495,1
6496,7
6497,1
6498,2
6499,2
6500,3
6501,1
6502,7
6503,5
6504,5
6505,2
6506,2
6507,3
6508,2
6509,2
6510,7
6511,5
6512,5
6513,2
6514,5
6515,5
6516,2
6517,3
6518,3
6519,3
6520,1
6521,2
6522,7
6523,7
6524,7
6525,1
6526,5
6527,5
6528,5
6529,5
6530,5
6531,2
6532,3
6533,2
6534,7
6535,5
6536,5
6537,2
6538,2
6539,3
6540,3
6541,1
6542,5
6543,5
6544,2
6545,3
6546,1
6547,7
6548,7
6549,7
6550,1
6551,5
6552,5
6553,3
6554,1
6555,1
6556,2
6557,7
6558,7
6559,7
6560,1
6561,1
6562,1
6563,5
6564,5
6565,5
6566,2
6567,2
6568,2
6569,1
6570,2
6571,7
6572,7
6573,2
6574,2
6575,1
6576,7
6577,7
6578,7
6579,7
6580,7
6581,1
6582,1
6583,2
6584,1
6585,5
6586,3
6587,7
6588,7
6589,1
6590,1
6591,1
6592,2
6593,5
6594,5
6595,2
6596,3
6597,2
6598,1
6599,1
6600,2
6601,2
6602,7
6603,7
6604,7
6605,1
6606,2
6607,5
6608,3
6609,3
6610,2
6611,7
6612,7
6613,7
6614,1
6615,5
6616,2
6617,2
6618,2
6619,2
6620,3
6621,3
6622,3
6623,3
6624,3
6625,3
6626,1
6627,7
6628,7
6629,2
6630,2
6631,5
6632,5
6633,5
6634,5
6635,5
6636,1
6637,1
6638,1
6639,5
6640,5
6641,3
6642,3
6643,1
6644,2
6645,1
6646,1
6647,5
6648,5
6649,5
6650,5
6651,5
6652,2
6653,3
6654,3
6655,1
6656,1
6657,7
6658,5
6659,5
6660,5
6661,3
6662,2
6663,2
6664,1
6665,2
6666,1
6667,7
6668,1
6669,1
6670,1
6671,5
6672,5
6673,2
6674,5
6675,5
6676,5
6677,3
6678,3
6679,2
6680,2
6681,7
6682,7
6683,1
6684,1
6685,5
6686,5
6687,5
6688,5
6689,5
6690,3
6691,3
6692,1
6693,1
6694,1
6695,1
6696,1
6697,5
6698,5
6699,5
6700,5
6701,5
6702,5
6703,5
6704,2
6705,3
6706,3
6707,3
6708,1
6709,2
6710,7
6711,1
6712,5
6713,5
6714,5
6715,3
6716,3
6717,3
6718,3
6719,3
6720,2
6721,1
6722,7
6723,2
6724,5
6725,5
6726,5
6727,2
6728,3
6729,3
6730,1
6731,1
6732,2
6733,5
6734,5
6735,5
6736,5
6737,5
6738,5
6739,3
6740,1
6741,7
6742,5
6743,5
6744,5
6745,5
6746,5
6747,3
6748,3
6749,3
6750,3
6751,3
6752,3
6753,3
6754,3
6755,1
6756,1
6757,1
6758,5
6759,5
6760,5
6761,5
6762,2
6763,3
6764,7
6765,2
6766,1
6767,5
6768,5
6769,5
6770,5
6771,6
6772,1
6773,1
6774,2
6775,5
6776,5
6777,5
6778,5
6779,2
6780,6
6781,3
6782,1
6783,2
6784,1
6785,2
6786,1
6787,5
6788,5
6789,5
6790,5
6791,5
6792,5
6793,5
6794,6
6795,6
6796,6
6797,3
6798,3
6799,3
6800,3
6801,2
6802,3
6803,3
6804,3
6805,2
6806,2
6807,2
6808,5
6809,5
6810,5
6811,5
6812,2
6813,2
6814,3
6815,3
6816,3
6817,7
6818,1
6819,1
6820,1
6821,1
6822,1
6823,5
6824,5
6825,5
6826,3
6827,3
6828,3
6829,7
6830,1
6831,5
6832,1
6833,5
6834,5
6835,5
6836,3
6837,3
6838,7
6839,7
6840,2
6841,2
6842,1
6843,5
6844,3
6845,3
6846,3
6847,7
6848,1
6849,7
6850,2
6851,2
6852,5
6853,3
6854,3
6855,7
6856,7
6857,7
6858,1
6859,2
6860,1
6861,1
6862,1
6863,3
6864,3
6865,3
6866,7
6867,1
6868,1
6869,1
6870,5
6871,5
6872,2
6873,3
6874,3
6875,3
6876,7
6877,7
6878,7
6879,1
6880,2
6881,2
6882,3
6883,3
6884,7
6885,7
6886,7
6887,2
6888,1
6889,2
6890,1
6891,2
6892,5
6893,3
6894,3
6895,3
6896,3
6897,3
6898,7
6899,7
6900,7
6901,2
6902,2
6903,5
6904,5
6905,5
6906,3
6907,1
6908,2
6909,2
6910,1
6911,3
6912,3
6913,7
6914,7
6915,7
6916,1
6917,2
6918,5
6919,2
6920,5
6921,5
6922,3
6923,3
6924,7
6925,7
6926,7
6927,7
6928,2
6929,3
6930,3
6931,3
6932,6
6933,7
6934,7
6935,1
6936,5
6937,5
6938,5
6939,5
6940,3
6941,6
6942,6
6943,6
6944,3
6945,3
6946,3
6947,7
6948,7
6949,1
6950,2
6951,1
6952,5
6953,3
6954,6
6955,6
6956,7
6957,7
6958,7
6959,2
6960,5
6961,5
6962,2
6963,3
6964,5
6965,3
6966,6
6967,6
6968,7
6969,1
6970,2
6971,1
6972,2
6973,5
6974,5
6975,3
6976,5
6977,5
6978,6
6979,3
6980,7
6981,7
6982,7
6983,1
6984,1
6985,1
6986,5
6987,2
6988,5
6989,3
6990,5
6991,5
6992,5
6993,3
6994,3
6995,6
6996,3
6997,7
6998,7
6999,7
7000,1
7001,2
7002,1
7003,1
7004,5
7005,5
7006,5
7007,3
7008,3
7009,3
7010,6
7011,6
7012,7
7013,1
7014,1
7015,5
7016,5
7017,5
7018,5
7019,3
7020,6
7021,7
7022,7
7023,1
7024,1
7025,1
7026,1
7027,5
7028,5
7029,5
7030,5
7031,5
7032,5
7033,5
7034,5
7035,6
7036,6
7037,7
7038,1
7039,1
7040,2
7041,1
7042,5
7043,5
7044,5
7045,5
7046,2
7047,2
7048,5
7049,3
7050,5
7051,5
7052,5
7053,3
7054,3
7055,3
7056,3
7057,7
7058,7
7059,7
7060,2
7061,2
7062,2
7063,1
7064,2
7065,5
7066,5
7067,5
7068,5
7069,3
7070,6
7071,7
7072,7
7073,1
7074,5
7075,5
7076,5
7077,3
7078,5
7079,5
7080,3
7081,3
7082,3
7083,6
7084,6
7085,7
7086,1
7087,5
7088,5
7089,5
7090,3
7091,3
7092,3
7093,3
7094,3
7095,7
7096,2
7097,2
7098,5
7099,5
7100,5
7101,5
7102,2
7103,2
7104,3
7105,5
7106,3
7107,6
7108,1
7109,5
7110,5
7111,3
7112,3
7113,5
7114,6
7115,6
7116,6
7117,7
7118,1
7119,2
7120,5
7121,5
7122,2
7123,3
7124,3
7125,3
7126,6
7127,7
7128,7
7129,1
7130,2
7131,7
7132,2
7133,5
7134,5
7135,5
7136,3
7137,3
7138,3
7139,7
7140,1
7141,1
7142,1
7143,5
7144,5
7145,5
7146,5
7147,5
7148,3
7149,3
7150,7
7151,7
7152,1
7153,1
7154,1
7155,1
7156,7
7157,5
7158,5
7159,3
7160,3
7161,3
7162,3
7163,6
7164,6
7165,3
7166,7
7167,1
7168,7
7169,2
7170,5
7171,5
7172,3
7173,6
7174,1
7175,1
7176,1
7177,1
7178,7
7179,5
7180,5
7181,5
7182,5
7183,5
7184,3
7185,3
7186,3
7187,3
7188,3
7189,5
7190,3
7191,6
7192,3
7193,6
7194,1
7195,2
7196,7
7197,7
7198,2
7199,5
7200,5
7201,5
7202,5
7203,3
7204,5
7205,3
7206,6
7207,3
7208,6
7209,1
7210,1
7211,7
7212,7
7213,7
7214,7
7215,5
7216,5
7217,5
7218,2
7219,1
7220,3
7221,3
7222,3
7223,3
7224,3
7225,6
7226,6
7227,6
7228,1
7229,7
7230,7
7231,7
7232,7
7233,5
7234,3
7235,3
7236,3
7237,3
7238,3
7239,6
7240,6
7241,6
7242,3
7243,1
7244,1
7245,7
7246,7
7247,7
7248,7
7249,7
7250,7
7251,7
7252,7
7253,7
7254,7
7255,7
7256,3
7257,3
7258,3
7259,3
7260,3
7261,3
7262,6
7263,6
7264,6
7265,7
7266,7
7267,7
7268,7
7269,7
7270,7
7271,7
7272,7
7273,7
7274,1
7275,1
7276,3
7277,3
7278,3
7279,6
7280,1
7281,1
7282,7
7283,7
7284,7
7285,1
7286,2
7287,2
7288,3
7289,3
7290,6
7291,6
7292,2
7293,1
7294,7
7295,7
7296,7
7297,5
7298,5
7299,3
7300,6
7301,3
7302,1
7303,2
7304,1
7305,1
7306,7
7307,7
7308,7
7309,7
7310,7
7311,5
7312,5
7313,5
7314,2
7315,3
7316,6
7317,6
7318,6
7319,6
7320,6
7321,3
7322,7
7323,7
7324,7
7325,7
7326,7
7327,7
7328,7
7329,2
7330,5
7331,6
7332,6
7333,6
7334,3
7335,3
7336,3
7337,1
7338,2
7339,2
7340,7
7341,7
7342,7
7343,1
7344,2
7345,5
7346,5
7347,5
7348,6
7349,3
7350,3
7351,3
7352,3
7353,1
7354,1
7355,7
7356,7
7357,7
7358,7
7359,7
7360,7
7361,5
7362,5
7363,5
7364,3
7365,1
7366,7
7367,7
7368,7
7369,7
7370,7
7371,7
7372,7
7373,7
7374,1
7375,5
7376,5
7377,5
7378,3
7379,3
7380,3
7381,2
7382,1
7383,7
7384,7
7385,7
7386,7
7387,1
7388,5
7389,5
7390,2
7391,3
7392,3
7393,6
7394,7
7395,7
7396,7
7397,1
7398,5
7399,5
7400,3
7401,3
7402,7
7403,1
7404,5
7405,5
7406,5
7407,5
7408,6
7409,6
7410,1
7411,2
7412,2
7413,7
7414,7
7415,7
7416,7
7417,7
7418,7
7419,7
7420,7
7421,5
7422,5
7423,6
7424,3
7425,3
7426,3
7427,6
7428,7
7429,7
7430,7
7431,7
7432,2
7433,2
7434,5
7435,3
7436,6
7437,6
7438,3
7439,3
7440,3
7441,1
7442,1
7443,5
7444,2
7445,7
7446,7
7447,1
7448,2
7449,5
7450,3
7451,6
7452,6
7453,6
7454,3
7455,3
7456,1
7457,5
7458,5
7459,7
7460,7
7461,5
7462,3
7463,3
7464,6
7465,6
7466,6
7467,3
7468,6
7469,1
7470,5
7471,5
7472,2
7473,1
7474,2
7475,7
7476,7
7477,7
7478,3
7479,6
7480,6
7481,6
7482,3
7483,3
7484,6
7485,7
7486,7
7487,5
7488,5
7489,5
7490,2
7491,2
7492,7
7493,7
7494,2
7495,2
7496,6
7497,6
7498,6
7499,6
7500,6
7501,1
7502,7
7503,7
7504,7
7505,5
7506,5
7507,2
7508,7
7509,7
7510,7
7511,7
7512,1
7513,2
7514,3
7515,3
7516,6
7517,6
7518,7
7519,7
7520,7
7521,5
7522,5
7523,5
7524,2
7525,2
7526,2
7527,6
7528,6
7529,3
7530,6
7531,6
7532,6
7533,7
7534,7
7535,7
7536,7
7537,2
7538,5
7539,5
7540,5
7541,7
7542,7
7543,6
7544,3
7545,3
7546,3
7547,6
7548,6
7549,6
7550,6
7551,3
7552,6
7553,7
7554,5
7555,7
7556,7
7557,2
7558,1
7559,6
7560,5
7561,5
7562,6
7563,6
7564,3
7565,3
7566,6
7567,6
7568,7
7569,5
7570,7
7571,2
7572,6
7573,6
7574,6
7575,5
7576,5
7577,6
7578,3
7579,3
7580,3
7581,6
7582,6
7583,6
7584,7
7585,5
7586,5
7587,2
7588,1
7589,7
7590,2
7591,6
7592,6
7593,6
7594,6
7595,3
7596,6
7597,6
7598,6
7599,6
7600,7
7601,7
7602,7
7603,7
7604,1
7605,5
7606,5
7607,5
7608,7
7609,7
7610,7
7611,2
7612,5
7613,5
7614,6
7615,6
7616,6
7617,3
7618,3
7619,6
7620,6
7621,6
7622,6
7623,6
7624,7
7625,7
7626,5
7627,5
7628,2
7629,7
7630,7
7631,7
7632,7
7633,2
7634,5
7635,6
7636,6
7637,6
7638,3
7639,3
7640,3
7641,3
7642,6
7643,7
7644,7
7645,7
7646,7
7647,5
7648,5
7649,1
7650,7
7651,7
7652,7
7653,7
7654,1
7655,2
7656,5
7657,5
7658,6
7659,6
7660,6
7661,6
7662,6
7663,3
7664,3
7665,7
7666,7
7667,7
7668,7
7669,1
7670,5
7671,5
7672,2
7673,2
7674,7
7675,7
7676,2
7677,5
7678,6
7679,6
7680,6
7681,6
7682,6
7683,6
7684,3
7685,6
7686,5
7687,7
7688,7
7689,5
7690,6
7691,6
7692,6
7693,6
7694,6
7695,3
7696,6
7697,6
7698,7
7699,1
7700,5
7701,5
7702,5
7703,1
7704,7
7705,7
7706,7
7707,7
7708,7
7709,2
7710,2
7711,2
7712,5
7713,6
7714,6
7715,6
7716,6
7717,3
7718,6
7719,6
7720,6
7721,6
7722,5
7723,5
7724,5
7725,1
7726,7
7727,7
7728,7
7729,7
7730,7
7731,2
7732,2
7733,6
7734,6
7735,6
7736,6
7737,6
7738,6
7739,6
7740,7
7741,5
7742,5
7743,5
7744,7
7745,7
7746,2
7747,2
7748,5
7749,6
7750,6
7751,6
7752,7
7753,7
7754,2
7755,5
7756,7
7757,7
7758,7
7759,7
7760,1
7761,7
7762,2
7763,2
7764,5
7765,2
7766,6
7767,6
7768,3
7769,3
7770,6
7771,7
7772,7
7773,7
7774,7
7775,7
7776,7
7777,7
7778,7
7779,7
7780,2
7781,2
7782,5
7783,5
7784,5
7785,2
7786,2
7787,6
7788,6
7789,6
7790,5
7791,5
7792,7
7793,7
7794,7
7795,7
7796,7
7797,7
7798,7
7799,7
7800,7
7801,7
7802,2
7803,2
7804,6
7805,5
7806,6
7807,1
7808,1
7809,1
7810,5
7811,2
7812,1
7813,7
7814,7
7815,7
7816,7
7817,7
7818,7
7819,7
7820,7
7821,1
7822,7
7823,7
7824,7
7825,7
7826,7
7827,7
7828,7
7829,2
7830,3
7831,6
7832,6
7833,3
7834,7
7835,5
7836,7
7837,7
7838,7
7839,1
7840,2
7841,6
7842,6
7843,6
7844,6
7845,5
7846,5
7847,5
7848,1
7849,7
7850,7
7851,7
7852,1
7853,7
7854,7
7855,7
7856,7
7857,7
7858,2
7859,6
7860,6
7861,6
7862,5
7863,5
7864,3
7865,1
7866,7
7867,7
7868,1
7869,7
7870,7
7871,2
7872,2
7873,6
7874,3
7875,6
7876,5
7877,3
7878,7
7879,2
7880,2
7881,1
7882,7
7883,7
7884,7
7885,7
7886,7
7887,7
7888,7
7889,7
7890,7
7891,7
7892,2
7893,2
7894,3
7895,6
7896,6
7897,5
7898,5
7899,5
7900,2
7901,1
7902,7
7903,7
7904,7
7905,7
7906,7
7907,7
7908,7
7909,2
7910,3
7911,6
7912,6
7913,5
7914,5
7915,3
7916,3
7917,3
7918,7
7919,1
7920,7
7921,7
7922,7
7923,7
7924,7
7925,7
7926,7
7927,1
7928,6
7929,6
7930,6
7931,5
7932,5
7933,5
7934,3
7935,3
7936,3
7937,1
7938,7
7939,3
7940,5
7941,5
7942,5
7943,5
7944,5
7945,1
7946,1
7947,1
7948,7
7949,7
7950,7
7951,7
7952,7
7953,7
7954,7
7955,1
7956,7
7957,2
7958,2
7959,2
7960,3
7961,3
7962,6
7963,6
7964,6
7965,5
7966,5
7967,5
7968,5
7969,2
7970,1
7971,1
7972,1
7973,2
7974,7
7975,7
7976,7
7977,7
7978,7
7979,7
7980,7
7981,7
7982,6
7983,5
7984,5
7985,3
7986,3
7987,1
7988,2
7989,7
7990,7
7991,7
7992,7
7993,7
7994,7
7995,7
7996,7
7997,7
7998,6
7999,6
8000,5
8001,5
8002,3
8003,1
8004,7
8005,7
8006,7
8007,7
8008,7
8009,7
8010,7
8011,7
8012,2
8013,3
8014,3
8015,3
8016,3
8017,5
8018,5
8019,5
8020,3
8021,2
8022,5
8023,2
8024,7
8025,7
8026,7
8027,7
8028,7
8029,7
8030,2
8031,3
8032,6
8033,6
8034,5
8035,3
8036,3
8037,3
8038,2
8039,5
8040,7
8041,7
8042,7
8043,7
8044,7
8045,7
8046,7
8047,2
8048,3
8049,6
8050,5
8051,5
8052,1
8053,1
8054,5
8055,2
8056,1
8057,1
8058,7
8059,7
8060,7
8061,7
8062,7
8063,7
8064,2
8065,2
8066,5
8067,6
8068,6
8069,5
8070,3
8071,1
8072,5
8073,1
8074,1
8075,7
8076,7
8077,7
8078,1
8079,1
8080,7
8081,7
8082,7
8083,2
8084,5
8085,5
8086,3
8087,5
8088,2
8089,1
8090,1
8091,1
8092,7
8093,7
8094,7
8095,7
8096,7
8097,7
8098,2
8099,2
8100,5
8101,3
8102,3
8103,3
8104,6
8105,6
8106,3
8107,5
8108,7
8109,7
8110,7
8111,7
8112,7
8113,7
8114,1
8115,7
8116,2
8117,2
8118,2
8119,3
8120,6
8121,6
8122,6
8123,3
8124,7
8125,1
8126,7
8127,1
8128,2
8129,2
8130,3
8131,3
8132,3
8133,3
8134,6
8135,6
8136,6
8137,3
8138,5
8139,1
8140,1
8141,7
8142,7
8143,7
8144,7
8145,1
8146,2
8147,3
8148,6
8149,6
8150,6
8151,6
8152,6
8153,1
8154,1
8155,5
8156,7
8157,7
8158,1
8159,7
8160,7
8161,5
8162,5
8163,6
8164,6
8165,6
8166,6
8167,5
8168,5
8169,1
8170,2
8171,3
8172,5
8173,6
8174,6
8175,6
8176,5
8177,1
8178,5
8179,5
8180,1
8181,7
8182,2
8183,2
8184,3
8185,2
8186,6
8187,6
8188,6
8189,5
8190,5
8191,1
8192,1
8193,7
8194,1
8195,7
8196,7
8197,7
8198,1
8199,2
8200,2
8201,3
8202,2
8203,2
8204,7
8205,3
8206,3
8207,1
8208,5
8209,7
8210,1
8211,7
8212,1
8213,2
8214,2
8215,3
8216,1
8217,2
8218,5
8219,5
8220,1
8221,7
8222,7
8223,7
8224,7
8225,2
8226,3
8227,3
8228,2
8229,2
8230,5
8231,5
8232,5
8233,1
8234,1
8235,3
8236,6
8237,3
8238,3
8239,3
8240,3
8241,5
8242,1
8243,7
8244,2
8245,2
8246,3
8247,3
8248,3
8249,5
8250,7
8251,2
8252,3
8253,3
8254,6
8255,3
8256,3
8257,3
8258,1
8259,1
8260,1
8261,5
8262,5
8263,5
8264,1
8265,7
8266,1
8267,7
8268,7
8269,3
8270,3
8271,2
8272,2
8273,2
8274,1
8275,1
8276,1
8277,1
8278,7
8279,7
8280,7
8281,2
8282,1
8283,5
8284,3
8285,3
8286,1
8287,1
8288,5
8289,5
8290,1
8291,7
8292,7
8293,7
8294,1
8295,5
8296,5
8297,3
8298,6
8299,6
8300,1
8301,2
8302,2
8303,5
8304,7
8305,7
8306,7
8307,7
8308,2
8309,5
8310,5
8311,3
8312,3
8313,6
8314,3
8315,3
8316,3
8317,1
8318,1
8319,2
8320,5
8321,5
8322,5
8323,2
8324,7
8325,7
8326,7
8327,7
8328,7
8329,1
8330,2
8331,2
8332,3
8333,5
8334,5
8335,1
8336,2
8337,5
8338,5
8339,5
8340,5
8341,5
8342,5
8343,7
8344,7
8345,7
8346,1
8347,7
8348,7
8349,1
8350,5
8351,5
8352,5
8353,5
8354,5
8355,5
8356,5
8357,3
8358,3
8359,3
8360,3
8361,3
8362,3
8363,6
8364,5
8365,5
8366,5
8367,5
8368,5
8369,7
8370,7
8371,7
8372,7
8373,7
8374,7
8375,2
8376,5
8377,5
8378,5
8379,5
8380,5
8381,5
8382,3
8383,3
8384,3
8385,1
8386,2
8387,5
8388,7
8389,7
8390,7
8391,7
8392,7
8393,1
8394,7
8395,7
8396,7
8397,2
8398,2
8399,1
8400,5
8401,5
8402,5
8403,5
8404,3
8405,3
8406,3
8407,3
8408,3
8409,1
8410,2
8411,5
8412,5
8413,5
8414,2
8415,1
8416,7
8417,7
8418,7
8419,2
8420,5
8421,5
8422,2
8423,5
8424,5
8425,3
8426,3
8427,3
8428,3
8429,6
8430,6
8431,1
8432,5
8433,5
8434,5
8435,5
8436,1
8437,1
8438,5
8439,5
8440,5
8441,3
8442,3
8443,5
8444,3
8445,3
8446,3
8447,5
8448,5
8449,5
8450,7
8451,2
8452,1
8453,2
8454,5
8455,2
8456,2
8457,5
8458,7
8459,7
8460,3
8461,5
8462,3
8463,1
8464,2
8465,1
8466,7
8467,1
8468,1
8469,1
8470,1
8471,5
8472,5
8473,5
8474,5
8475,5
8476,3
8477,3
8478,3
8479,6
8480,6
8481,1
8482,1
8483,7
8484,7
8485,2
8486,1
8487,1
8488,1
8489,5
8490,5
8491,5
8492,5
8493,5
8494,5
8495,7
8496,3
8497,5
8498,3
8499,1
8500,1
8501,5
8502,1
8503,1
8504,1
8505,7
8506,7
8507,2
8508,5
8509,5
8510,5
8511,5
8512,5
8513,3
8514,6
8515,1
8516,1
8517,1
8518,5
8519,7
8520,3
8521,3
8522,3
8523,6
8524,1
8525,1
8526,1
8527,7
8528,7
8529,7
8530,1
8531,5
8532,5
8533,5
8534,3
8535,6
8536,2
8537,5
8538,5
8539,7
8540,1
8541,1
8542,1
8543,5
8544,2
8545,5
8546,5
8547,5
8548,5
8549,7
8550,3
8551,5
8552,6
8553,6
8554,6
8555,5
8556,1
8557,1
8558,7
8559,1
8560,5
8561,5
8562,2
8563,3
8564,6
8565,6
8566,6
8567,7
8568,7
8569,1
8570,1
8571,1
8572,2
8573,1
8574,1
8575,2
8576,6
8577,6
8578,5
8579,5
8580,1
8581,1
8582,7
8583,7
8584,7
8585,1
8586,5
8587,5
8588,5
8589,5
8590,5
8591,3
