,Wilderness_Area1,Wilderness_Area3,Wilderness_Area4,Horizontal_Distance_To_Hydrology_x_Hillshade_3pm,Hillshade_9am_x_Hillshade_Noon,binned_elevation,Road+Fire,Lower_Montane_Climate,Montane_Climate,Montante_and_Subalpine_Climate,Subalpine_Climate,Alpine_Climate,Alluvium_Soil,Igneus_and_Metamorphic_Soil,Type_Stony
8408,0,1,0,43200,54750,54,4637,1,0,0,0,0,0,1,0
8409,1,0,0,25200,45760,63,1563,0,0,0,1,0,0,0,0
8410,1,0,0,14688,50850,59,3001,0,0,0,1,0,0,0,0
8411,0,1,0,54044,56876,59,2758,0,1,0,0,0,0,1,0
8412,0,1,0,46764,56608,59,2758,0,1,0,0,0,0,1,0
8413,0,1,0,31490,55615,58,2759,0,1,0,0,0,0,1,0
8414,0,1,0,5580,48265,61,3380,0,0,0,1,0,0,0,0
8415,0,1,0,96900,50820,66,1792,0,0,0,1,0,0,1,1
8416,0,1,0,87508,53105,66,2333,0,0,0,1,0,0,1,1
8417,0,1,0,85251,55056,68,3220,0,0,0,0,1,0,1,1
8418,0,1,0,0,26390,64,3141,0,0,0,0,1,0,1,1
8419,0,1,0,53436,55647,64,3864,0,0,0,1,0,0,1,1
8420,0,1,0,64224,56120,57,4448,0,0,0,1,0,0,1,1
8421,0,1,0,89584,52459,57,4409,0,0,0,1,0,0,1,1
8422,0,1,0,99162,56406,58,3980,0,1,0,0,0,0,1,0
8423,0,1,0,136300,56350,57,3903,0,0,1,0,0,1,0,0
8424,0,1,0,177327,51204,57,3905,0,0,1,0,0,1,0,0
8425,0,1,0,47261,53928,53,4650,1,0,0,0,0,0,1,0
8426,0,1,0,38160,55000,54,4640,1,0,0,0,0,0,1,0
8427,0,1,0,14880,56400,52,4267,1,0,0,0,0,0,1,0
8428,0,1,0,13080,56386,52,4218,1,0,0,0,0,0,1,0
8429,0,1,0,0,55695,50,2956,0,0,1,0,0,1,0,0
8430,0,1,0,0,55176,50,2915,0,0,1,0,0,1,0,0
8431,1,0,0,4710,45066,63,2238,0,0,0,1,0,0,0,0
8432,0,1,0,41283,55418,59,2761,0,1,0,0,0,0,1,0
8433,0,1,0,35581,55125,59,2761,0,1,0,0,0,0,1,0
8434,0,1,0,25992,54033,58,2762,0,1,0,0,0,0,1,0
8435,0,1,0,27753,55081,58,2763,0,1,0,0,0,0,1,0
8436,0,1,0,85184,46964,65,1429,0,0,0,1,0,0,1,1
8437,0,1,0,121440,47637,67,3335,0,0,0,1,0,0,1,1
8438,0,1,0,54540,56160,57,4455,0,0,0,1,0,0,1,1
8439,0,1,0,70022,55081,57,4429,0,0,0,1,0,0,1,1
8440,0,1,0,84000,55842,57,3910,0,1,0,0,0,0,1,0
8441,0,1,0,45816,53500,56,4509,0,1,0,0,0,0,1,0
8442,0,1,0,31500,55278,54,4732,1,0,0,0,0,0,1,0
8443,0,1,0,25207,54780,53,4696,0,1,0,0,0,0,1,0
8444,0,1,0,34770,56640,53,4661,1,0,0,0,0,0,1,0
8445,0,1,0,11036,55304,52,4634,1,0,0,0,0,0,1,0
8446,0,1,0,14060,55304,52,4565,1,0,0,0,0,0,1,0
8447,0,1,0,48590,54755,59,2764,0,1,0,0,0,0,1,0
8448,0,1,0,32550,55144,58,2766,0,1,0,0,0,0,1,0
8449,0,1,0,9246,49949,57,2774,0,1,0,0,0,0,1,0
8450,0,1,0,67050,51040,67,2633,0,0,0,1,0,0,1,1
8451,0,1,0,9945,56628,63,4077,0,0,0,1,0,0,1,1
8452,0,1,0,105600,50058,64,4084,0,0,0,1,0,0,1,1
8453,0,1,0,35568,56120,57,4600,0,0,0,1,0,0,1,1
8454,0,1,0,58580,55890,57,4436,0,0,0,1,0,0,1,1
8455,0,1,0,93708,53128,59,4038,0,0,0,1,0,0,1,1
8456,0,1,0,78960,56105,58,3961,0,1,0,0,0,0,1,0
8457,0,1,0,169458,51156,57,3907,0,0,1,0,0,1,0,0
8458,0,1,0,71925,55912,59,4150,1,0,0,0,0,0,1,0
8459,0,1,0,71444,56144,59,4171,1,0,0,0,0,0,1,0
8460,0,1,0,39188,56069,55,4694,0,1,0,0,0,0,1,0
8461,0,1,0,22724,53599,53,4704,1,0,0,0,0,0,1,0
8462,0,1,0,10117,55800,52,4563,1,0,0,0,0,0,1,0
8463,1,0,0,10200,33649,62,1775,0,0,0,1,0,0,0,0
8464,0,1,0,8190,43316,54,2789,0,0,0,1,0,0,1,1
8465,0,1,0,0,48880,62,2272,0,0,0,1,0,1,0,0
8466,0,1,0,61480,51736,67,2723,0,0,0,1,0,0,1,1
8467,0,1,0,46565,55680,67,3264,0,0,0,1,0,0,1,1
8468,0,1,0,27480,35090,63,4002,0,0,0,1,0,0,1,1
8469,0,1,0,18360,54675,64,3853,0,0,0,1,0,0,0,0
8470,0,1,0,4530,53536,58,5243,0,0,0,1,0,0,1,1
8471,0,1,0,49959,52624,57,3920,0,1,0,0,0,0,1,0
8472,0,1,0,127072,55575,56,3907,0,1,0,0,0,0,1,0
8473,0,1,0,155050,52080,56,3904,0,0,1,0,0,1,0,0
8474,0,1,0,164517,50547,57,3907,0,0,1,0,0,1,0,0
8475,0,1,0,182304,41310,57,3936,0,1,0,0,0,0,1,0
8476,0,1,0,37905,56350,54,4725,0,1,0,0,0,0,1,0
8477,0,1,0,20748,54531,53,4719,1,0,0,0,0,0,1,0
8478,0,1,0,5695,55000,52,4636,1,0,0,0,0,0,1,0
8479,0,1,0,3840,55224,51,3963,0,0,1,0,0,1,0,0
8480,0,1,0,4440,47053,50,3412,0,1,0,0,0,0,1,0
8481,1,0,0,47850,44712,63,1550,0,0,0,1,0,0,0,0
8482,0,1,0,13175,54880,63,1591,0,0,0,1,0,0,0,0
8483,0,1,0,67252,51660,66,2504,0,0,0,1,0,0,1,1
8484,0,1,0,12255,39004,64,3386,0,0,0,1,0,0,0,0
8485,0,1,0,5460,56876,62,4065,0,0,0,1,0,0,1,1
8486,0,1,0,120109,49980,64,4125,0,0,0,1,0,0,1,1
8487,0,1,0,149400,50880,65,4302,0,0,0,1,0,0,1,1
8488,0,1,0,82176,49500,64,4806,0,0,0,1,0,0,1,1
8489,0,1,0,84609,56635,57,3951,0,1,0,0,0,0,1,0
8490,0,1,0,52923,53424,57,3920,0,1,0,0,0,0,1,0
8491,0,1,0,135456,53352,56,3905,0,0,1,0,0,1,0,0
8492,0,1,0,168682,46170,57,3910,0,0,1,0,0,1,0,0
8493,0,1,0,166272,44880,57,3913,0,1,0,0,0,0,1,0
8494,0,1,0,172788,40592,57,3929,0,1,0,0,0,0,1,0
8495,0,1,0,70412,55932,58,4189,1,0,0,0,0,0,1,0
8496,0,1,0,37356,50953,57,4412,0,1,0,0,0,0,1,0
8497,0,1,0,17460,55822,53,4710,1,0,0,0,0,0,1,0
8498,0,1,0,26754,56088,53,4688,1,0,0,0,0,0,1,0
8499,1,0,0,25550,43239,64,1883,0,0,0,1,0,0,0,0
8500,1,0,0,4200,42460,61,2334,0,0,0,1,0,0,0,0
8501,0,1,0,59432,56364,58,2779,0,1,0,0,0,0,1,0
8502,0,1,0,79170,14448,57,3061,0,0,0,1,0,0,1,1
8503,0,1,0,0,49533,61,3218,0,0,0,1,0,1,0,0
8504,0,1,0,67320,49551,66,2592,0,0,0,1,0,0,1,1
8505,0,1,0,63180,50481,67,2855,0,0,0,1,0,0,1,1
8506,0,1,0,15946,41173,64,3466,0,0,0,1,0,0,0,0
8507,0,1,0,44370,53100,64,3884,0,0,0,1,0,0,1,1
8508,0,1,0,54000,55161,57,4406,0,0,0,1,0,0,1,1
8509,0,1,0,124640,54366,56,3907,0,0,1,0,0,1,0,0
8510,0,1,0,132216,53320,56,3905,0,0,1,0,0,1,0,0
8511,0,1,0,169000,43802,57,3910,0,1,0,0,0,0,1,0
8512,0,1,0,164889,43259,57,3913,0,1,0,0,0,0,1,0
8513,0,1,0,24120,56643,53,4753,1,0,0,0,0,0,1,0
8514,0,1,0,0,51948,51,4456,0,0,1,0,0,1,0,0
8515,0,1,0,21306,45248,60,5482,0,0,0,1,0,0,1,1
8516,0,1,0,0,42781,59,5261,0,0,0,1,0,0,1,1
8517,0,1,0,6840,51465,58,5163,0,0,0,1,0,0,1,1
8518,0,1,0,166257,44345,56,3907,0,0,1,0,0,1,0,0
8519,0,1,0,66932,54752,58,4142,1,0,0,0,0,0,1,0
8520,0,1,0,23634,55822,53,4789,0,1,0,0,0,0,1,0
8521,0,1,0,13855,53212,52,4671,1,0,0,0,0,0,1,0
8522,0,1,0,6360,56376,52,4651,1,0,0,0,0,0,1,0
8523,0,1,0,4890,44377,51,4559,0,0,1,0,0,1,0,0
8524,0,1,0,0,49296,63,1534,0,0,0,1,0,1,0,0
8525,0,1,0,48600,54093,66,2676,0,0,0,1,0,0,1,1
8526,0,1,0,70808,49980,67,3060,0,0,0,1,0,0,1,1
8527,0,1,0,82232,49450,67,3210,0,0,0,1,0,0,1,1
8528,0,1,0,72624,52212,67,3368,0,0,0,1,0,0,1,1
8529,0,1,0,64372,51984,66,3436,0,0,0,1,0,0,1,1
8530,0,1,0,14606,50976,64,3740,0,0,0,1,0,0,0,0
8531,0,1,0,42742,55902,56,4385,0,0,0,1,0,0,1,1
8532,0,1,0,130416,51832,56,3903,0,0,1,0,0,1,0,0
8533,0,1,0,166844,38070,57,3909,0,1,0,0,0,0,1,0
8534,0,1,0,23790,50000,55,4581,0,1,0,0,0,0,1,0
8535,0,1,0,4290,54612,52,4669,1,0,0,0,0,0,1,0
8536,0,1,0,16740,47008,51,3717,0,1,0,0,0,0,1,0
8537,0,1,0,23919,56640,57,2833,0,1,0,0,0,0,1,0
8538,0,1,0,17675,56334,57,2837,0,1,0,0,0,0,1,0
8539,0,1,0,50058,51840,67,2945,0,0,0,1,0,0,1,1
8540,0,1,0,68363,56619,66,3423,0,0,0,1,0,0,1,1
8541,0,1,0,41220,32562,63,4016,0,0,0,1,0,0,1,1
8542,0,1,0,31232,44496,61,5451,0,0,0,1,0,0,1,1
8543,0,1,0,40770,55596,56,4371,0,0,0,1,0,0,1,1
8544,0,1,0,104445,43326,58,4064,0,0,0,1,0,0,1,1
8545,0,1,0,55071,55000,56,3934,0,1,0,0,0,0,1,0
8546,0,1,0,162426,35037,57,3909,0,1,0,0,0,0,1,0
8547,0,1,0,144060,38420,57,3921,0,1,0,0,0,0,1,0
8548,0,1,0,116800,46968,57,3927,0,1,0,0,0,0,1,0
8549,0,1,0,90576,54189,57,4006,1,0,0,0,0,0,1,0
8550,0,1,0,15600,56088,53,4797,0,1,0,0,0,0,1,0
8551,0,1,0,9600,54808,52,4730,1,0,0,0,0,0,1,0
8552,0,1,0,6216,55822,52,4686,1,0,0,0,0,0,1,0
8553,0,1,0,0,56386,51,4661,0,0,1,0,0,1,0,0
8554,0,1,0,6804,48930,51,4609,0,1,0,0,0,0,1,0
8555,0,1,0,10184,53928,56,2857,0,1,0,0,0,0,1,0
8556,0,1,0,47790,44583,60,3542,0,0,0,1,0,0,0,0
8557,0,1,0,5010,52675,63,1260,0,0,0,1,0,1,0,0
8558,0,1,0,67200,51980,67,3396,0,0,0,1,0,0,1,1
8559,0,1,0,18450,48375,58,5145,0,0,0,1,0,0,1,1
8560,0,1,0,78864,55926,56,3921,0,0,1,0,0,1,0,0
8561,0,1,0,149017,33673,57,3916,0,1,0,0,0,0,1,0
8562,0,1,0,62040,54208,57,4178,0,1,0,0,0,0,1,0
8563,0,1,0,18231,49644,55,4607,0,1,0,0,0,0,1,0
8564,0,1,0,5964,54273,52,4770,1,0,0,0,0,0,1,0
8565,0,1,0,4170,51980,52,4762,0,0,1,0,0,1,0,0
8566,0,1,0,0,54014,51,4688,0,0,1,0,0,1,0,0
8567,0,1,0,74932,51744,67,3333,0,0,0,1,0,0,1,1
8568,0,1,0,76728,51980,67,3363,0,0,0,1,0,0,1,1
8569,0,1,0,52393,56640,66,3464,0,0,0,1,0,0,1,1
8570,0,1,0,45900,55800,65,3425,0,0,0,1,0,0,1,1
8571,0,1,0,75658,51562,66,3393,0,0,0,1,0,0,1,1
8572,0,1,0,4470,54240,63,4011,0,0,0,1,0,0,0,0
8573,0,1,0,49580,50298,63,3912,0,0,0,1,0,0,1,1
8574,0,1,0,24500,44726,58,5082,0,0,0,1,0,0,1,1
8575,0,1,0,23400,54635,56,4443,0,0,0,1,0,0,1,1
8576,0,1,0,0,47880,52,4766,0,0,1,0,0,1,0,0
8577,0,1,0,8700,36064,52,4583,0,1,0,0,0,0,1,0
8578,0,1,0,24780,56394,56,2875,0,1,0,0,0,0,1,0
8579,0,1,0,17250,56628,56,2886,0,1,0,0,0,0,1,0
8580,0,1,0,97650,47436,61,3630,0,0,0,1,0,0,1,1
8581,0,1,0,48195,44793,61,3501,0,0,0,1,0,0,0,0
8582,0,1,0,30780,53037,66,2774,0,0,0,1,0,1,0,0
8583,0,1,0,41820,51360,67,3067,0,0,0,1,0,0,1,1
8584,0,1,0,45705,50668,67,3095,0,0,0,1,0,0,1,1
8585,0,1,0,82770,55527,67,3437,0,0,0,1,0,0,1,1
8586,0,1,0,25380,55671,56,4358,0,0,0,1,0,0,1,1
8587,0,1,0,83955,55189,56,3922,0,0,1,0,0,1,0,0
8588,0,1,0,88939,54225,56,3916,0,0,1,0,0,1,0,0
8589,0,1,0,93886,53482,56,3912,0,0,1,0,0,1,0,0
8590,0,1,0,146278,33288,57,3909,0,1,0,0,0,0,1,0
8591,0,1,0,45486,56635,56,4316,0,1,0,0,0,0,1,0
8592,0,1,0,16872,51750,54,4668,0,1,0,0,0,0,1,0
8593,0,1,0,8001,49750,53,4803,0,1,0,0,0,0,1,0
8594,0,1,0,21209,31395,52,4463,0,1,0,0,0,0,1,0
8595,1,0,0,13940,43095,65,2153,0,0,0,0,1,0,1,1
8596,0,1,0,22040,56144,56,2892,0,1,0,0,0,0,1,0
8597,0,1,0,25950,52117,66,2787,0,0,0,1,0,1,0,0
8598,0,1,0,44944,55615,66,3525,0,0,0,1,0,0,1,1
8599,0,1,0,30039,49266,65,3887,0,0,0,1,0,0,1,1
8600,0,1,0,10370,51736,63,3861,0,0,0,1,0,0,0,0
8601,0,1,0,18360,55209,56,4364,0,0,0,1,0,0,1,1
8602,0,1,0,36326,54750,57,3986,0,1,0,0,0,0,1,0
8603,0,1,0,27588,51562,56,3960,0,1,0,0,0,0,1,0
8604,0,1,0,87360,53261,56,3916,0,0,1,0,0,1,0,0
8605,0,1,0,140379,32915,57,3909,0,1,0,0,0,0,1,0
8606,0,1,0,16560,35712,52,4501,0,1,0,0,0,0,1,0
8607,0,1,0,26180,35820,52,4403,0,1,0,0,0,0,1,0
8608,0,1,0,28980,42021,52,4367,0,1,0,0,0,0,1,0
8609,0,1,0,66740,51744,67,3523,0,0,0,1,0,0,1,1
8610,0,1,0,90100,41904,65,4634,0,0,0,1,0,0,1,1
8611,0,1,0,45030,45938,61,5214,0,0,0,1,0,0,1,1
8612,0,1,0,85652,52974,56,3916,0,0,1,0,0,1,0,0
8613,0,1,0,134147,33726,56,3903,0,1,0,0,0,0,1,0
8614,0,1,0,138432,31692,57,3904,0,1,0,0,0,0,1,0
8615,0,1,0,125649,38445,58,3911,0,1,0,0,0,0,1,0
8616,0,1,0,61830,55161,56,4077,0,1,0,0,0,0,1,0
8617,0,1,0,46950,53105,56,4264,0,1,0,0,0,0,1,0
8618,0,1,0,16800,56628,56,2918,0,1,0,0,0,0,1,0
8619,0,1,0,15410,56640,56,2930,0,1,0,0,0,0,1,0
8620,0,1,0,10200,54500,55,2952,0,1,0,0,0,0,1,0
8621,0,1,0,38220,48600,63,1611,0,0,0,1,0,0,0,0
8622,0,1,0,7518,51088,64,1666,0,0,0,1,0,1,0,0
8623,0,1,0,15300,51273,66,2755,0,0,0,1,0,1,0,0
8624,0,1,0,15840,50922,66,2815,0,0,0,0,1,0,1,1
8625,0,1,0,15840,50264,66,2867,0,0,0,0,1,0,1,1
8626,0,1,0,37848,51333,67,3194,0,0,0,1,0,0,1,1
8627,0,1,0,66445,52210,67,3524,0,0,0,1,0,0,1,1
8628,0,1,0,92126,51959,67,3713,0,0,0,1,0,0,1,1
8629,0,1,0,13260,39342,61,4004,0,0,0,1,0,0,1,1
8630,0,1,0,137616,46434,66,4472,0,0,0,1,0,0,1,1
8631,1,0,0,25272,45492,65,2044,0,0,0,0,1,0,1,1
8632,0,1,0,13200,55692,56,2932,0,1,0,0,0,0,1,0
8633,0,1,0,38304,43680,62,2812,0,0,0,1,0,0,0,0
8634,0,1,0,47880,42624,62,2709,0,0,0,1,0,0,0,0
8635,0,1,0,41004,51012,63,1884,0,0,0,1,0,0,0,0
8636,0,1,0,17172,48070,63,1600,0,0,0,1,0,0,0,0
8637,0,1,0,20040,52216,65,2628,0,0,0,1,0,1,0,0
8638,0,1,0,88195,54189,64,4032,0,0,0,1,0,0,1,1
8639,0,1,0,65500,40788,62,5135,0,0,0,1,0,0,1,1
8640,0,1,0,33592,52756,55,4286,1,0,0,0,0,0,1,0
8641,0,1,0,17286,55029,54,4598,1,0,0,0,0,0,1,0
8642,0,1,0,8274,39790,52,4869,0,0,1,0,0,1,0,0
8643,0,1,0,11780,49266,52,4763,0,0,0,1,0,0,1,1
8644,0,1,0,92590,48323,60,3608,0,0,0,1,0,0,1,1
8645,0,1,0,5430,49288,66,2933,0,0,0,0,1,0,1,1
8646,0,1,0,36564,52212,64,3904,0,0,0,1,0,0,0,0
8647,0,1,0,80332,54450,64,4007,0,0,0,1,0,0,1,1
8648,0,1,0,0,54240,56,4438,0,0,1,0,0,1,0,0
8649,0,1,0,4620,54432,56,4424,0,0,1,0,0,1,0,0
8650,0,1,0,4650,54635,56,4411,0,0,1,0,0,1,0,0
8651,0,1,0,5796,56386,56,4349,0,0,0,1,0,0,1,1
8652,0,1,0,4620,53280,55,4294,0,0,1,0,0,1,0,0
8653,0,1,0,75164,53037,55,3923,0,0,1,0,0,1,0,0
8654,0,1,0,95348,35802,56,3906,0,0,1,0,0,1,0,0
8655,0,1,0,20400,37948,52,4595,0,0,0,1,0,0,1,1
8656,0,1,0,27900,28908,53,4498,0,1,0,0,0,0,1,0
8657,0,1,0,36556,36051,53,4281,0,1,0,0,0,0,1,0
8658,0,1,0,35112,55278,56,2930,0,1,0,0,0,0,1,0
8659,0,1,0,5700,50175,55,2987,0,1,0,0,0,0,1,0
8660,0,1,0,3240,56386,55,3039,0,1,0,0,0,0,1,0
8661,0,1,0,25654,45384,56,3198,0,1,0,0,0,0,1,0
8662,0,1,0,69900,32743,58,3367,0,1,0,0,0,0,1,0
8663,0,1,0,0,44690,64,1832,0,0,0,1,0,1,0,0
8664,0,1,0,81744,54412,64,3998,0,0,0,1,0,0,1,1
8665,0,1,0,0,53788,56,4419,0,0,1,0,0,1,0,0
8666,0,1,0,0,54692,56,4394,0,0,1,0,0,1,0,0
8667,0,1,0,92880,38479,56,3913,0,0,1,0,0,1,0,0
8668,0,1,0,95067,49053,57,3906,0,1,0,0,0,0,1,0
8669,0,1,0,32670,34953,53,4283,0,1,0,0,0,0,1,0
8670,0,1,0,30400,54808,56,2954,0,1,0,0,0,0,1,0
8671,0,1,0,10368,56069,56,2970,0,1,0,0,0,0,1,0
8672,0,1,0,53935,51840,63,1869,0,0,0,1,0,0,0,0
8673,0,1,0,15410,54948,64,3646,0,0,0,1,0,0,1,1
8674,0,1,0,33405,53592,64,4183,0,0,0,1,0,0,1,1
8675,0,1,0,3720,53580,56,4369,0,0,1,0,0,1,0,0
8676,0,1,0,31150,52070,56,4122,0,0,0,1,0,0,1,1
8677,0,1,0,70494,50451,55,3923,0,0,1,0,0,1,0,0
8678,0,1,0,2760,54780,53,4762,1,0,0,0,0,0,1,0
8679,0,1,0,0,44051,52,4795,0,0,1,0,0,1,0,0
8680,0,1,0,31140,28650,53,4521,0,0,0,1,0,0,1,1
8681,0,1,0,35979,23711,53,4423,0,1,0,0,0,0,1,0
8682,0,1,0,105450,42550,61,3850,0,0,0,1,0,0,1,1
8683,0,1,0,66859,51750,67,3661,0,0,0,1,0,0,1,1
8684,0,1,0,31959,53500,64,3643,0,0,0,1,0,0,1,1
8685,0,1,0,24990,45968,63,4072,0,0,0,1,0,0,1,1
8686,0,1,0,205077,36408,66,4324,0,0,0,1,0,0,1,1
8687,0,1,0,75636,51528,63,4915,0,0,0,1,0,0,1,1
8688,0,1,0,0,53312,55,4249,0,0,1,0,0,1,0,0
8689,0,1,0,4470,54692,55,4231,0,0,1,0,0,1,0,0
8690,0,1,0,30030,53676,56,4059,0,1,0,0,0,0,1,0
8691,0,1,0,83284,49551,57,3903,0,1,0,0,0,0,1,0
8692,0,1,0,15640,37714,53,4755,0,1,0,0,0,0,1,0
8693,0,1,0,14364,46224,53,4727,0,1,0,0,0,0,1,0
8694,0,1,0,44288,27972,54,4339,0,1,0,0,0,0,1,0
8695,1,0,0,54378,36720,66,1876,0,0,0,0,1,0,1,1
8696,1,0,0,41870,35621,64,1932,0,0,0,1,0,0,0,0
8697,0,1,0,60021,46200,63,1704,0,0,0,1,0,0,0,0
8698,0,1,0,70760,51736,67,3667,0,0,0,1,0,0,1,1
8699,0,1,0,95874,53130,65,4043,0,0,0,1,0,0,1,1
8700,0,1,0,12330,46655,56,4392,0,0,0,1,0,0,1,1
8701,0,1,0,0,52899,55,4246,0,0,1,0,0,1,0,0
8702,0,1,0,56330,55902,57,3903,1,0,0,0,0,0,1,0
8703,0,1,0,14986,44690,53,4691,0,1,0,0,0,0,1,0
8704,0,1,0,45201,26740,54,4374,0,1,0,0,0,0,1,0
8705,1,0,0,41310,36695,66,2081,0,0,0,0,1,0,1,1
8706,0,1,0,60750,52670,67,3762,0,0,0,1,0,0,1,1
8707,0,1,0,4560,54531,63,3689,0,0,0,1,0,0,0,0
8708,0,1,0,40960,49647,64,3743,0,0,0,1,0,0,1,1
8709,0,1,0,54188,40385,58,4903,0,0,0,1,0,0,1,1
8710,0,1,0,16080,46656,56,4388,0,0,0,1,0,0,1,1
8711,0,1,0,59590,45816,55,3924,0,0,1,0,0,1,0,0
8712,0,1,0,71676,47244,56,3904,0,1,0,0,0,0,1,0
8713,0,1,0,70312,49022,57,3903,0,1,0,0,0,0,1,0
8714,0,1,0,3900,56406,53,4525,0,0,1,0,0,1,0,0
8715,0,1,0,4050,54988,53,4539,0,0,1,0,0,1,0,0
8716,0,1,0,38478,38874,53,4543,0,0,0,1,0,0,1,1
8717,1,0,0,45400,37080,64,1915,0,0,0,1,0,0,0,0
8718,0,1,0,43014,50055,57,4691,0,0,0,1,0,0,1,1
8719,0,1,0,68700,35478,56,3914,0,1,0,0,0,0,1,0
8720,0,1,0,57462,53037,56,3903,1,0,0,0,0,0,1,0
8721,0,1,0,14148,56168,53,4234,0,1,0,0,0,0,1,0
8722,0,1,0,5010,40205,53,4513,0,1,0,0,0,0,1,0
8723,0,1,0,15936,39022,53,4580,0,1,0,0,0,0,1,0
8724,0,1,0,119274,47232,61,3819,0,0,0,1,0,0,1,1
8725,0,1,0,70950,53816,63,1841,0,0,0,1,0,0,0,0
8726,0,1,0,63492,52440,67,3804,0,0,0,1,0,0,1,1
8727,0,1,0,55913,52658,67,3890,0,0,0,0,1,0,1,1
8728,0,1,0,29459,52152,63,4098,0,0,0,1,0,0,1,1
8729,0,1,0,4500,54000,60,3992,0,0,0,1,0,0,0,0
8730,0,1,0,49594,56386,63,3915,0,0,0,1,0,0,1,1
8731,0,1,0,59565,44250,56,3910,0,1,0,0,0,0,1,0
8732,0,1,0,52812,54216,56,3903,1,0,0,0,0,0,1,0
8733,0,1,0,5250,46566,53,4429,0,1,0,0,0,0,1,0
8734,0,1,0,58080,34776,53,4386,0,1,0,0,0,0,1,0
8735,0,1,0,66006,37687,54,4242,0,1,0,0,0,0,1,0
8736,1,0,0,77318,46010,65,1674,0,0,0,1,0,0,0,0
8737,0,1,0,18352,45126,65,2386,0,0,0,0,1,0,1,1
8738,0,1,0,48930,33154,62,3986,0,0,0,1,0,0,1,1
8739,0,1,0,36287,47304,57,4484,0,0,0,1,0,0,1,1
8740,0,1,0,5628,49952,55,4188,0,0,0,1,0,0,1,1
8741,0,1,0,54587,38710,56,3914,0,1,0,0,0,0,1,0
8742,0,1,0,13065,34344,53,4405,0,1,0,0,0,0,1,0
8743,0,1,0,16575,32648,53,4421,0,1,0,0,0,0,1,0
8744,0,1,0,18444,40885,54,4525,0,1,0,0,0,0,1,0
8745,0,1,0,47367,35811,53,4445,0,1,0,0,0,0,1,0
8746,0,1,0,49896,35670,53,4419,0,1,0,0,0,0,1,0
8747,0,1,0,73730,36450,54,4229,0,1,0,0,0,0,1,0
8748,0,1,0,79866,51870,60,4137,0,0,0,1,0,0,1,1
8749,0,1,0,4800,50504,55,4121,0,0,1,0,0,1,0,0
8750,0,1,0,47700,36784,55,3920,0,1,0,0,0,0,1,0
8751,0,1,0,46740,44820,56,3910,0,1,0,0,0,0,1,0
8752,0,1,0,43802,51045,56,3907,0,1,0,0,0,0,1,0
8753,0,1,0,24056,35316,53,4384,0,1,0,0,0,0,1,0
8754,0,1,0,25862,36520,54,4402,0,1,0,0,0,0,1,0
8755,0,1,0,71760,37496,54,4233,0,1,0,0,0,0,1,0
8756,0,1,0,61540,36400,64,2080,0,0,0,1,0,0,1,1
8757,0,1,0,74932,52884,67,3885,0,0,0,1,0,0,1,1
8758,0,1,0,37620,53312,63,4434,0,0,0,1,0,0,1,1
8759,0,1,0,38280,56169,63,3901,0,0,0,1,0,0,1,1
8760,0,1,0,29700,47439,62,3857,0,0,0,1,0,0,1,1
8761,0,1,0,6174,52864,55,4091,0,0,1,0,0,1,0,0
8762,0,1,0,40404,38308,55,3920,0,1,0,0,0,0,1,0
8763,0,1,0,20304,32656,53,4282,0,1,0,0,0,0,1,0
8764,0,1,0,44550,36800,54,4390,0,1,0,0,0,0,1,0
8765,1,0,0,31104,53165,66,2149,0,0,0,1,0,0,0,0
8766,0,1,0,74825,44640,61,3385,0,0,0,1,0,0,1,1
8767,0,1,0,52800,47200,67,3481,0,0,0,1,0,0,1,1
8768,0,1,0,16983,36036,64,3889,0,0,0,1,0,0,1,1
8769,0,1,0,71550,55250,63,4192,0,0,0,1,0,0,1,1
8770,0,1,0,33456,55687,62,3892,0,0,0,1,0,0,1,1
8771,0,1,0,160380,41360,65,4074,0,0,0,1,0,0,1,1
8772,0,1,0,165540,43739,66,4155,0,0,0,1,0,0,1,1
8773,0,1,0,73242,49680,59,4612,0,0,0,1,0,0,1,1
8774,0,1,0,35340,40050,54,4296,0,1,0,0,0,0,1,0
8775,0,1,0,62814,33864,54,4297,0,1,0,0,0,0,1,0
8776,0,1,0,62416,42460,55,4151,0,1,0,0,0,0,1,0
8777,0,1,0,61600,52710,65,2270,0,0,0,1,0,0,1,1
8778,0,1,0,42809,52398,63,4165,0,0,0,1,0,0,1,1
8779,0,1,0,63728,48760,61,4432,0,0,0,1,0,0,1,1
8780,0,1,0,36984,38896,54,4224,0,1,0,0,0,0,1,0
8781,0,1,0,55935,37053,54,4310,0,1,0,0,0,0,1,0
8782,1,0,0,82075,50853,67,1640,0,0,0,1,0,0,0,0
8783,0,1,0,70200,49648,67,3798,0,0,0,1,0,0,1,1
8784,0,1,0,79079,52658,67,3941,0,0,0,1,0,0,1,1
8785,0,1,0,7571,41961,55,4051,0,1,0,0,0,0,1,0
8786,0,1,0,9581,56120,54,3942,0,0,1,0,0,1,0,0
8787,0,1,0,38994,36852,54,4137,0,1,0,0,0,0,1,0
8788,0,1,0,72316,38804,55,4218,0,1,0,0,0,0,1,0
8789,0,1,0,79388,42488,55,4167,0,1,0,0,0,0,1,0
8790,0,1,0,54576,50160,55,4094,0,1,0,0,0,0,1,0
8791,0,1,0,81939,52884,67,3980,0,0,0,1,0,0,1,1
